matched_word,awn3_synset_id,ao_concept_id,awn3_words,new_words,awn3_gloss,ao_gloss
اهانه,awn3-01228272-n,46174,اِهَانَة,اِسْتِحْقَارٌ|اِزْدِرَادٌ|اِسْتِهَانَةٌ|تَهَاوُنٌ|اِمْتِهانٌ|اِسْْتِعْبَادٌ|احْتِقَارٌ|إِذْلَالٌ|إِخْضَاعٌ|اِسْتِخْفَافٌ|قَهْرٌ|هِجاءٌ|اِزْدِرَاءٌ|ضَبْطٌ|إِسَاءَةٌ|كَبْتٌ|شَتْمٌ|خَسْفٌ|اِنْتِقَاصٌ|قَمْعٌ,الاستخفاف المتعمد بشيء أو شخص والحط من قيمته وعدم احترامه,الإقدام على فعل مؤذي بحق شيء ما
مشاركه,awn3-01242052-n,46796,مُشَارَكَة,مُتَاخَمَةٌ|مُنَادَمَةٌ|مُؤَالَفَةٌ|جِيرَةٌ|تَجَاوُرٌ|مُخَالَطَةٌ|مُلَامَسَةٌ|مُجَاوَرَةٌ|مُعايَشَةٌ|مُعاشَرَةٌ|مُرَافَقَةٌ|مُصَاحَبةٌ|مَحَبَّةٌ|صُحْبةٌ1|مُلَابَسَةٌ|عِشْرَةٌ|مُدَاخَلَةٌ|جِوَارٌ|صَدَاقَةٌ|تَعَاوُنٌ|أُنْسٌ|أُلْفَةٌ|أُخُوَّةٌ|إِخَاءٌ|رُفْقَةٌ|مُصَافَاةٌ|مُسَامَرَةٌ,عملية الالتحاق بمجموعة معينة والمشاركة في النشاطات التي يقوم بها أفرادها,مشاركة المحبَّة والمودَّة مع الآخرين ووجود أواصر صداقة بينهم
استودع,awn3-02354208-v,52955,أَمَّنَ|أَوْدَعَ|اِسْتَوْدَعَ|عَهِدَ,أَسَرَّ|أَسَرَّ ب|اِئْتَمَنَ,يمنح الثقة في الحفاظ على الشيء والعناية به,وضع شيئاً في مكان أو لدى شخص ما ليحفظه ويحميه
مجره,awn3-08287963-n,46805,مَجَرَّة,فَرْقَدٌ|دُرِّيٌّ|مُذَنَّبٌ|نَجْمٌ|كَوْكَبٌ|نَيْزَكٌ|شِهَابٌ,تجمعات هائلة تضم النجوم والكواكب والأقمار والغبار الكوني,جِرْمٌ سمأويٌّ يسْبَحُ في الفضاء
نباتي,awn3-02844120-a,52870,نَبَاتِيّ,خُضَرِيٌّ,متعلق بالنبات وخصائصه أو يشبهه,وصف للشخص الذي يأكل الطعام ذي المصدر النباتي ويمتنع عن كل اللحوم والطعام ذي المصدر الحيواني
يميني,awn3-10550802-n,50669,يَمِينِيّ,أَيْمَنَ|أَيْمَنُ2,جناح اليمين هو حزب سياسي أو مجموعة تقليدية في بعض الهيئات التشريعية، يتدخلون في حياة المجتمع للحفاظ ,خِلاف الأيسر ، وهو جانبُ اليمين بالنسبة لشيء نسبةً لموجود آخر
متعهد,awn3-10613153-n,53767,مُتَعَهِّد,مُقَاوِلٌ|مُلْتَزِمٌ,من يرتب مختلف أنواع حفلات التسلية والترفيه العامة المسرحية والموسيقية,الشخص الذي يعطي وعداً بإنجاز عمل ما بتكلفة معينة ووقت معين ويقوم بمتابعة جميع العمال أو الأشخاص الذي
قابل للقسمه,awn3-02941214-a,54126,قَابِل للقِسْمَة,يَتجزّأ|يَنقسِمُ,يمكن التعبير عنه كحاصل قسمة أعداد صحيحة,ما نستطيع توزيعه على أجزاء وتفريقه
مهدئ,awn3-04173614-n,51250,مُهَدِئ,مُلَطَّفٌ|مُسَكِّنٌ|مُلَطِّفٌ,أدوية تقلل الشعور بالتهيج والإثارة وتعمل على التهدئة,مادة كيميائية مصنعة تعمل على تقليل الحس والتوتر في الاعصاب وفقدان الشعور بالألم
ورث,awn3-02320505-v,53417,وَرِثَ|تَوَارَثَ,أَوْرَثَ,يحصل على الممتلكات من الشخص بعد وفاته,أعطى أبناؤه أو أحفاده من ماله أو رزقه الذي يملكه سواء في حياته أو بعد مماته
صاعق,awn3-03186898-n,54426,شُعْلَة الإِنْفِجار|صَاعِق|مُفّجِّر|مُتَفَجِّر,مُحَيِّرٌ|مُدْهِشٌ|مُدْهِشَةٌ|مُذْهِلٌ|مُفَاجِئٌ|مُفَاجِئةٌ,جهاز تفجير آلي أو كهربائي أو كمية صغيرة من المتفجرات، والتي يمكن استخدامها للبدء بتفاعل المتفجرات ال,صفة لشيء لم يتوقع حدوثه أو لم يتوقع ظهوره بشكل معين
اعجوبه,awn3-07304311-n,47172,أُعْجُوبَة|عَجَب,عَجيبةٌ|آيَةٌ|مُعْجِزَةٌ,أمر يسبب التساؤل عن شيء خفي سببه,أمر خارق للعادة ويخالف قوانين الطبيعة
منقسم,awn3-02488224-a,46804,مُنْقَسِم,مَشْقُوقٌ|مُتَفَتِّحٌ|ثُنَائِيٌّ|مَفْلُوقٌ|مُجَزَّأٌ|مُجَزَّأَةٌ,منفصل أو منقسم إلى أجزاء أو قطع,ما كانَ مقسوماً إلى قسمين أو بِه انكسار في أحد الأطراف
حائط,awn3-04554141-n,46690,جِدَار|حَائِط,وَشِيعٌ|سُورٌ|مِتْرَاسٌ|عَقَبَةٌ|سِيَاجٌ|حَاجِزٌ|حِظَارٌ|حَائِلٌ 1|نِطَاقٌ,بنية معمارية يزيد ارتفاعه وطوله عن سمكه يبنى لتقسيم مساحة ما أو لإحاطتها أو لدعم بنية أخرى,بناء قائم يفصل بين شيئين أو يحيط بمكان ما
دفء,awn3-11502540-n,46721,دِفء,حَمَاوَةٌ|حَرارَةٌ|حُرْقَةٌ|حَمْيٌ|أُوَارٌ|حَرٌّ|سُعَارٌ|سُخُونَةٌ|سُخْنَةٌ|أُوَامٌ,الطقس الدافئ الذي يأتي بعد ذوبان الثلج والجليد,حالة ناتجة عن طاقة تعطي شعورا بما يطلق عليه ا وهو ضد البرودة
ملوث,awn3-14846154-n,48361,مُلَوِّث,كَدِرٌ|مَشُوبٌ|مُتَعَكِّرٌ|مُتَكَدِّرٌ|حَمِئَ|حَمِئَ على|عَكِرٌ,أي مادة ذات تأثير سلبي على البيئة المحيطة وتعدّ مصدراً للتلوث,مُلوَّثاً وغير صالح للاستعمال
سكه حديديه,awn3-04055680-n,52625,سِكَّة حَدِيد|سِكَّة حَدِيدِيَّة,خَط حديدي|خَطُّ سِكّةِ حَديد,نظام نقل بري يستخدم القطارات التي تسير على قضبان السكك الحديدية، ويستخدم لنقل الركاب والبضائع,طريق ممهد بقضبان حديدية متوازية تسير عليهما القطارات الآليّة ، والتي تصل مناطق بمناطق اخرى.
خمول,awn3-01064741-n,46474,خُمُول,تَغَافُلٌ|تَوَاكُلٌ|تَكاسُلٌ|تَمَهُّلٌ|تَثَاقُلٌ|تَرَوٍّ|تَفْرِيطٌ|إِبْطَاءٌ|تَلَكُّؤٌ|تَقْصِيرٌ|تَهَاوُنٌ|تَرَاخٍ|التَّرَاخِي|تَبَاطُؤٌ|اِسْتِهْتَارٌ|بُطْءٌ|فُتُورٌ|كَسِلٌ|كَسَلٌ|رَوِيَّةٌ|تَرَيُّثٌ|قُعُودٌ|تَقاعُدٌ|إِهْمَالٌ|إِغْفَالٌ|تَقَاصُرٌ|رَيْثٌ|تُؤَدَةٌ|تَأَخُّرٌ|تَمَهَّلَ في|تَقَاعُسٌ|تَأَنٍّ|تَخَلُّفٌ,الكسل وقلة النشاط,التأخُّر عن القيام بأمرٍ ما تعمُّداً وكسلاً
تطريه,awn3-13578969-n,53288,تَطْرِيَة|تَلْيِين,إِرْخاءٌ,جعل الشيء مرناً طائعاً وإزالة الصلابة والخشونة منه,جعل الشيء أقل شدةً وصلابة من ما هو عليه وتلطيفه
مهتم,awn3-01345290-a,47476,مُهْتَم,مُكْتَرِثٌ|مُبَالٍ|مُنْتَبِهٌ,راغب بإبداء اهتمامك وانتباهك لشيء ما لتكتشف المزيد عنه,صفة الشخص الذي يعير اهتمامه لشيءٍ ما
خرز,awn3-02818735-n,46276,خَرَز,نَقَفَ|ثَقَّبَ|ثَلَمَ|فَلَقَ|دَقْدَقَ|بَثَقَ|شَجَّ1|نَقَبَ|نَقَبَ عن|نَقَرَ|نَقَرَ على|نَقَرَ عن|نَقَرَ في|مَزَّقَ|تَمَزَّقَ|خَرَقَ|خَرَمَ,خيط من الخرز,صنع فتحه أو حفرة في شيء
مؤسس,awn3-10127072-n,52381,مُؤسِّس,مُنْشِئٌ|بَانٍ|الْبَانِي,من يؤسس عملاً ويرسي قواعده ويقوم بتنظيمه ليضمن ديمومته,دور من تولى إيجاد وإبداع وتكوين شيء ما فأقامه وجعله موجوداً محسوساً
حصص,awn3-02239585-v,48140,إقتصد في|حصص|زود المؤن|زود بجراية|قسط|وَزَّعَ بِالحِصَّة,خَصَّصَ|رَكَّزَ|رَكَّزَ على|حَدَّدَ|عَيَّنَ,يوزع بنسبة محدودة مسموح بها، وخاصة إذا لم تكن المادة متوفرة، كما في الجيش,ذكر الشيء بعينه دون غيره
عمودي,awn3-01236220-a,50788,عَمُودِي|رَأسِي,شَاقُولِيٌّ,متعامد أو على زاوية قائمة مع السطح الأفقي,صفة الخطّ القائم على خطّ أفقيّ بحيث تحدُث على جانبيه زأويتان متسأويتان
مبيد,awn3-15004774-n,47485,مُبِيد,مُمِيتٌ|قَتّالٌ|قَاتِلٌ|مُهْلِكٌ|فَتَّاكٌ,مادة كيميائية تستخدم لقتل الآفات كالقوارض والحشرات,صفة لشيء كفيل بإنهاء حياة الكائن الحي
تسبب,awn3-00043049-n,53540,تَسَبُّب,تَسْبِيبٌ|إِحْدَاثٌ|إِنْتَاجٌ,عملية إحداث شيء ما يكون هو المسبب له,إثارة حدث أو شيء ما
شجيره,awn3-13133423-n,54357,شُجَيْرَة,جَنْبَةٌ,نبات ذو جذع خشبي قصير يتفرع من القاعدة ذاتها,اسم لشجرة قصيرة كثيفة الأغصان
خرسانه,awn3-14844350-n,52455,خَرَسَانَة,بَاطُونٌ|إِسْمَنْتٌ|أَسْمَنْتٌ|مِلَاطٌ,مادة بناء صلبة متينة تتكون من الرمل والحصى والاسمنت والماء,خَليطٌ مِنَ الطِّينِ وَالرَّمْلِ وَالحِجارَةِ وَالكِلْسِ الصَّغِيرِ ، يَصِيرُ مادَّةً صُلْبَةً بَعْد
انشوطه,awn3-03835103-n,49161,أُنْشُوطَة,عُقْدَةٌ|رِبْقَةٌ,عقدة يسهل انحلالها إذا أخذ بأحد طرفيها,موضع تداخل الحبل ببعضه البعض
شكوكيه,awn3-05706947-n,334000021,إِنْكَار|شُكُوكِيَّة,اِرْتِيَابِيَّةٌ,الشك بصحة شيء ما وعدم الرغبة في التصديق بخصوص شيء أو أكثر من المعارف المفترضة,
تحميض,awn3-13485760-n,52781,تَحْمِيض|تَظْهِير,تَحَمُّضٌ,عملية إظهار الصورة المخفية في الفيلم وتحويلها إلى مرئية لنتمكن من طباعتها لاحقاً,عملية إضافة لأحد الأحماض إلى المحلول لرفع درجة تركيز أيون الهيدروجين لهذا المحلول.
اكثريه,awn3-05129364-n,46677,أكْثَرِيَّة,كَمالٌ|قَاطِبَةٌ|كُلِّيَّةٌ|جُمْهُورٌ|جُلّ|غَالِبِيَّةٌ|جُمْلَةٌ|أَكْبَرُ|كَافَّةٌ|كُلّ|جَمِيعٌ|مُعْظَمٌ|أَكْثَرُ|أَغْلَبُ|عُمُومٌ|أَعْظَمُ|أَغْلَبِيَّةٌ,الجزء الأكبر أو الكمية الأكبر,وصف للتعبير عن القسم الأكبر من أي شيء
توديع,awn3-00053917-n,52232,تَوْدِيع|وَدَاع|استئذان,اِفْتِرَاقٌ|فِرَاقٌ|فُرْقَةٌ|بُعْدٌ|شِقَاقٌ,عملية المغادرة بلطف,تَرْكٌ ، مُفارَقَةٌ ، ضِدُّ لِقاءٍ أَوِ اسْتِقْبالٍ
مكتسب,awn3-13274154-n,46889,مُكْتَسَب,مُسْتَطْرَفٌ|مُبْتَكَرٌ|مُبْتَكِرٌ|مُسْتَحْدَثٌ|مُمَيَّزٌ|مُمَيَّزَةٌ|مُمَيِّزٌ|عَصْرِيَّةٌ|طَارِفٌ|إِبْدَاعِيٌّ|مُمْتَازٌ|مُتَجَدِّدٌ|فَرِيدٌ|جَدِيدٌ|حَدِيثٌ2|خَلَّاقٌ|طَرِيفٌ1,ما يتم الحصول عليه,عملية الابتكار والإضافة على شيء موجود من قبل مما يخلق للشيء خصائص جديدة لم تكن موجودة مسبقا ولافتة ل
جهاز عصبي,awn3-05469891-n,293418,جِهَاز عَصَبِي,نظام عصبي,الجهاز الحسي والحركي الذي يتكون من شبكة من الخلايا العصبية تقوم بإرسال الإشارات من وإلى أجزاء مختلفة,نظام حيوي حيواني يعتبر شبكة اتصالات داخلية في جسم الحيوان، تساعده على التواؤم مع التغييرات البيئية ا
اليات,awn3-03706974-n,54203,آلِيَّات,أَلَاَيَا,مجموع الآلات الكبيرة كوحدة وظيفية,جمع ألْيَة وتعني العَجُزُ للإِنسان والدَّابَّة
شحنه,awn3-02967841-n,49250,شَحْنَة|حُمُولَة,تَحْمِيلٌ,السلع التي تُحمل وتنقل في مركبات كبيرة كالسفن والشاحنات والطائرات,الأشياء أو البضاعة التي تنقلها شاحنة أو سفينة أو قطار أو طائرة أو نحوها
صالح للاكل,awn3-00832318-a,49818,صَالِح لِلْأَكْل,يُؤكَل,يمكن تناوله كغذاء,صفة المواد القابلة للمضع والهضم من قبل الحيوان ولا تلحق به الضرر لصلاحيتها
مفتاح,awn3-03618503-n,54376,مِفْتَاح,إِقْلِيدٌ|مَقَالِيدٌ,أداة بسيطة معدنية لها شكل بحيث إذا تم إدخاله في القفل المناسب يمكن تدويره وفتح القفل,آلَةٌ حَدِيدِيَّةتَدْخُلُ فِي القُفْلِ لِفَتْحِ البَابِ ومَا شَابَهَ ذَلِكَ
غزو,awn3-00978784-n,46429,غَزْو,اِكْتِسَاحٌ|غَزْوَةٌ|إِغَارَةٌ|كَرٌّ|كَرَّةٌ|اِعْتِداءٌ|اِقْتِحامٌ|اِجْتِيَاحٌ|غَارَةٌ|هُجُومٌ|اِنْدِفَاعٌ|حَمْلٌ|حَمْلَةٌ|تَهَجُّمٌ,عملية السيطرة على دولة أو منطقة بواسطة القوات المسلحة بهدف الاحتلال أو النهب,الاعتداء بالجيش والعتاد على مكان بأناسه دون رحمة
بشره,awn3-05245612-n,47355,بَشْرَة|جِلْد,قِشْرٌ|شَوَىً2|قِشْرَةٌ|جُلَيْدَةٌ|صَرْمٌ|إِهابٌ|أَدَمَةٌ|أَدِيمٌ|مَسْكٌ,العضو الذي يغطي الجسم البشري وأغلب الكائنات الحية وظيفته حماية الجسم وهو عضو الإحساس,كيان حيوي يشكل الطبقة الخارجية لجسم الكائن يمكن أن تكون مغطاة بالشعر أو الوبر أو الصوف وتعمل على حما
جرم سماوي,awn3-09262646-n,293258,جُرُم سَمَاوِي,جسم فلكي,كل جسم موجود في الفضاء الخارجي مرئي في السماء,موجود مادي يتواجد بشكل طبيعي في الفضاء
نشاء,awn3-15078434-n,51316,نَشَاء,نَشَا,كربوهيدرات معقدة (عديد السكاريد ) توجد بشكل أساسي في البذور والفواكه والدرنات والجذور ولب جذع النبات,هِدْرَاتُ كَرْبُونٍ عَلَى شَكْلِ مَسْحُوقٍ أَبْيَضَ يَكْثُرُ فِي الْحُبُوبِ وَفِي النَّبَاتَاتِ الغَ
تلطيخ,awn3-00277657-n,48052,تَلْطِيخ,تَنْجِيسٌ|تَلْوِيثٌ|تَدْنِيسٌ,عملية ترك علامة على شيء ما من الصعب إزالتها ما يتسبب بتوسيخه وتلويثه.,عملية اضافة شوائب و أوساخ للشيء النظيف الصافي
سلي,awn3-02497847-v,48259,سَلَّى|أَمْتَعَ,آسَى|وَاسَى|عَزَّى,يقدم المتعة والتسلية,كَشَفَ هَمَّهُ عَنْهُ و جَعَلَهُ يَنْساهُ وَيَتْرُكُ ذِكْرَهُ وخفف عنه مصيبته
يهودي,awn3-09700747-n,48382,يَهُودِي,إِسْرَائِيلِيٌّ|عِبْرِيٌّ|عِبْرَانِيٌّ,الشخص الذي ينتمي إلى المجموعة التي تدعي أنها من نسل يعقوب ولها روابط دينية وثقافية معه,وصف معتنق الديانة اليهودية أو المنسوب إلى اليَهُود، سواء كان شخصا أو شيئا أو فكرة أو غيره
انعدام,awn3-14472871-n,51843,اِنْعِدَام|عَجْز,فِقْدَانٌ|فُقْدَانٌ,حالة افتقاد شيء ضروري يكون غير متوفر,ذهاب الشيء وفناء وجوده
تنظيمي,awn3-02909528-a,53807,مُؤسَّسِيّ|تنظيمي,تَكْتِيكِيٌّ|تَعْبَويٌّ,متعلق بالمؤسسة أو التنظيم,وصف خَاصٌّ بحَركاتِ التَّعْبِئة والتنظيم العَسكري
تزويد,awn3-01059555-n,52032,تَزْوِيد,تَغْذِيَةٌ|تَمْوِينٌ,توفير شيء ما أو الإمداد به,عملية إرسال ما يلزم الشخص من أشياء هو بحاجة اليها كالمؤن والثياب والاسلحة في حالة الحرب
مختار,awn3-02130856-a,47429,مُنْتَقًى|مُخْتَار,مُنْتَخِبٌ|مُنْتَخِبَةٌ|مُنْتَخَبٌ|مَطْلُوبٌ|مُصْطَفَى|مُفَضَّلٌ,تم اختياره لتفضيله على الخيارات الأخرى,صفة الشيء المرغوب فيه والمستحب على غيره لوجود صفات جعلته مميّزاً عمن سواه
غراء,awn3-14727036-n,53630,صَمْغ|غِراء,لِزَاقٌ|لَاصُوقٌ,لاصق يتألف من مادة لزجة يستخدم للصق الورق والخشب والجلد,مَادَّةٌ لَزِجَةٌ تثبت بها الأشياء في أماكن مختلفة أو لتثبيت أجزائها المبعثرة مع بعضها البعض
طفيلي,awn3-01387328-n,47938,طُفَيْلِيّ,تَابِعٌ1|إِمَّعَةٌ|اِتِّكَالِيٌّ,حيوان أو نبات يعيش في أو على مضيف (حيوان أو نبات آخر) ويحصل على الغذاء منه دون أن يقتله,هو مَن يعتمد على الآخرين ويذهب الى الولائم دون أن يدعوه أحد ولا يكون له رأي
سببيه,awn3-13802818-n,51773,سَبَبِيَّة,عِلِّيَّةٌ,العلاقة بين حدث يسمى السبب وحدث آخر يسمى الأثر، بحيث يكون الحدث الثاني نتيجة للأول,العلاقة بين المنتِج والناتج بحيث يكون الأول عامل أساسي في تكون الثاني
سنور,awn3-02123649-n,48256,سِنَّوْر,هِرٌّ|بَسٌّ|قِطٌّ,أي من الثدييات المتنوعة ذات الجسم الرشيق مستديرة الرأس والعديد منها بمخالب قابلة للانكماش,ثديي ينتمى إلى فصيلة السنوريات، تم تدجينه مِن قبل الانسان
متاجره,awn3-01115977-n,49299,مُتَاجَرَة,تِجَارَةٌ,بيع وشراء السلع والخدمات مقابل مبلغ مادي متفق عليه,عملُهُعملية تحريك الأموال بغرض الربح بالبيع والشراء أو غيرهما من العمليات المالية
دندن,awn3-01733312-v,51671,غَنَّى|تَغَنَّى|أنْشَدَ|دَنْدَنَ,طَنْطَنَ|دَنَّ,,أصدر صوت بشكل متكرر وبنغمة متواترة
عتاب,awn3-06726451-n,46207,عِتَاب|لَوْم|مَلاَمَة|عَتَب|لائِمَة,تَقْرِيعٌ|مُعَاتَبَةٌ|تَقْبِيحٌ|تَعْنِيفٌ|تَثْرِيبٌ|تَبْكِيتٌ|تَوْبِيخٌ|عَذْلٌ|تَأنيبٌ|تَنْدِيِدٌ,التعبير عن الانزعاج أو عدم الاستحسان بطريقة غير عنيفة,الخطاب الشديد المصحوب بغلظة في الكلام والموّجه لشخص قام بفعل غير مرغوب فيه أو خاطئ
عمليه معرفيه,awn3-05709328-n,455000261,عَمَلِيَّة مَعْرِفِيَّة,عملية عرفانية|معالجة ذهنية,أداء بعض النشاط المعرفي المركب، عملية تقوم بمعالجة وتنظيم المحتويات العقلية أو استعادتها من الذاكرة,عملية إدراكية عرفانية يتم فيها التأثير أو تغيير أو معالجة المعلومات مثل الحسابات العقلية، العد العقل
ادام,awn3-07826883-n,47972,إِدام,خَلَّدَ|أَبَّدَ|أَبْقَى1|أَبْقَى1 على|أَبْقَى1 من|سَرْمَدٌ,صوص أو بهار لتعزيز النكهة,جعل الشيء يدوم إلى غير انتهاء
ادغم,awn3-00746223-v,46737,أَدْغَمَ,دَمَّجَ|أَدْخَلَ|دَمَجَ2|اِنْدَمَجَ في|رَصَّ|اِتَّحَدَ|اِتَّحَدَ ب|أَكْمَلَ|اِنْضَمَّ|اِنْضَمَّ إلى|اِنْضَمَّ على|قَرَنَ1|وَحَّدَ|ضَمَّ|أَلَّفَ|جَمَعَ|أَضَافَ|اِحْتَوَى|اِحْتَوَى على,يُغيّر من صوت بسيط إلى إدغام بدمج حرفين سوياً,وَضَعَ الأشياء مع بعضها البعض
طاف,awn3-01891013-v,53955,طَافَ|تنقل,عائِمٌ,يتحرك باستخدام شيء له عجلات أو مركبة ذات عجلات,صفة للشيء الذي يستقر على سطح الماء
مرهم,awn3-03133170-n,52261,مَرْهَم,مَرُوخٌ|دِهَانٌ|بَلْسَمٌ,إحدى أدوات الزينة التي تتكون من مواد مختلفة على شكل سائل كثيف ذو تأثير مطرٍّ ومنعم عند تطبيقه على ال,طِلاَءٌ لَيِّنٌ يُطْلَى به الجُرحُ ، أو يُدْلَك به الجلدُ ، أَو تُكحَلُ به العَينُ
ري,awn3-01063257-n,51669,ريّ,سَقْيٌ|سِقَايَةٌ,تزويد الأراضي الجافة بالمياه عبر قنوات الري وغيرها من وسائل السقاية,عملية وضع الماء على المزروعات حتّى تنمو وتتغذَّى
فرشاه,awn3-02911542-n,48417,فُرْشَاة,مِحَسَّةٌ|فِرْجَونٌ,أداة تتألف من مقبض من الخشب أو المعدن أو البلاستيك ينتهي أحد طرفيه بوجود شعيرات مثبتة مصنوعة من أليا,مصنوع ذات أَضْراس يُزال بها الغبار عن الدّابّةِ
تجريم,awn3-07252418-n,46877,تَجْرِيم,تَجْنِيحٌ|ظَنٌّ|تُهْمَةٌ|ظِنَّةٌ|طَنَّ|طَنَّ في|زَعْمٌ|قَضِيّةٌ|اِتِّهَامٌ|تَأْثِيمٌ|شَكْوَى|إِدانةٌ|دَعْوَى|اِدِّعَاءٌ,اتهام بأنك مسؤول عن حادث أو جريمة,وصف لاتهام بارتكاب جناية يعاقب عليها القانون
حار,awn3-01259404-a,46430,سَاخِن|حار,مُحْتَرِقٌ|مُتَوَهِّجٌ|مُسْتَعِرٌ|وَهَّاجٌ|مُتَوَقِّدٌ|مُتَّقِدٌ|لَافِحٌ|مُحْتَدِمٌ|مُتَأَجِّجٌ|سَاطِعٌ|مُضْطَرِمٌ|مُشْتَعِلٌ|سُخْنٌ|قَائِظٌ|مُلْتَهِبٌ|حَمِيمٌ|صَائِفٌ|سَخِينٌ|مُسَعِّرٌ|مُسَعِّرَةٌ,ذو حرارة نفسية داخلية تتصف بحدة والحماس بالنسبة للعواطف والمشاعر وأساليب التعامل الخ,ارتفاع درجة حرارة الشيء
انتصار,awn3-07488581-n,47006,اِنْتِصار|غَلَبَة|نَصْر,غُلْبٌ|غَلْبٌ|قَهْرٌ|فَوْزٌ|نَجَاحٌ|فَتْحٌ|فَلَاحٌ|سَيْطَرَةٌ,النجاح في نهاية نزاع أو منافسة,بلوغ الغاية والهدف رغم المعوقات
هتاف,awn3-06705317-n,46178,تَهْلِيل|هِتَاف,جَلْجَلَةٌ|قَرْقَعَةٌ|عَقِيرَةٌ|حِسٌّ|عَزْفٌ|غَوْغَاءُ|صَخَبٌ|هَرْجٌ|هِيَاجٌ|تَشْوِيشٌ|ضَجِيجٌ|ضَجَّةٌ|ضَوْضَاءٌ|جَرْسٌ|جَلَبَةٌ|صُدَاحٌ|صَدَىً|صَرِيخٌ|صُرَاخٌ|صَرْخَةٌ|صَرِيرٌ|صَرَّةٌ|صَرِيفٌ|صَيْحَةٌ|صِيَاحٌ|لَغَطٌ|لَغْطٌ|اِضْطِرَابٌ|فَوْضَى|عَوِيلٌ|عَجِيجٌ|نَعيقٌ|نَعيبٌ|دَوِيٌّ|صَوْتٌ,صيحات تعبر عن الاستحسان,وصف للأثر السَّمْعِيُّ الذي تُحْدِثُه تَمَوُّجاتٌ ناشئةٌ من اهتزاز جسْمٍ مّا و قد يكون مزعجاً أو مري
جنين,awn3-01461483-n,53939,جَنِين,حَمِيلٌ,حيوان أو إنسان في مراحل حياته الأولى من النمو والتطور و لم يولد بعد,أي الولد الذي في رحمِ أمّه
زر,awn3-02931992-n,51243,زِرّ,كُعْبُرَةٌ|قَبْضَةٌ|قُبْضَةٌ,قرص صغير صلب مستدير الشكل غالباً يثبت على الثياب ويدخل في عروة ليشد طرفي الثوب إلى بعضهما، أو يكون ل,مجتمع كلّ عظمَيْن كالكوع ، ورأس الفخذ
سمد,awn3-00047662-v,47210,ألْبس|كسا|لبّس|قدّم الملْبس|قدّم كُسْوة|قدّم كِسْوة|أعد|أعد الدجاج|أكسي|ارتدى|انتظم|زود بصلاحية|زود بملا بس|زين|سمد|ضمد|طرى|عبر|لبس|مشط|هيأ|زَوَّدَ بِمَلابِس,زَبَّلَ|لَقَّحَ|أَخْصَبَ|خَصَّبَ,تقديم الثياب للغير من باب المسؤولية والدعم,وَضع مادة مغذيّة على التراب حتى لتصلح الأرض للزراعة وتتحسن جودتها
تحيز,awn3-06210871-n,51472,اِنْحِياز|تَحَيُّز,حَابَى|تَحَزَّبَ|تَحَزَّبَ على|تَحَزَّبَ ل|اِنْحَازَ|اِنْحَازَ إِلَى|اِنْحَازَ عَنْ|تَحَيَّزَ إلى2|تَحَيَّزَ إلى1|تَحَيَّزَ ل|تَعَصَّبَ|تَعَصَّبَ ل|تَعَصُّبٌ,الميل والتعصب إلى فريق دون آخر وتأييده وتبني وجهة نظره,غلو التعلق بشخص أو فكرة أو مبدأ أو عقيدة حيث لا يُدَع مكانا للتسامح ، وهو ضرب من الحماسة الشديدة تؤد
جدوي,awn3-05155946-n,46904,فَائِدَة|نَفْع|جَدْوَى,جَدَاءٌ|عَائِدٌ|غَنَاءٌ|ثَمَرَةٌ|طَائِلَةٌ|طَائِلٌ|رِبْحٌ|كَسْبٌ|فَضْلٌ|مَصْلَحةٌ|مَنْفَعَةٌ|رِزْقٌ,خاصية كون الشيء ذو فائدة عملية,وصف لما يتعاطاه الإنسان من الأعمال الباعثة على النفع الجالبة للرزق والخير
هيموغلوبين,awn3-15048807-n,50215,هِيمُوغْلُوبِين|خِضَابُ الدَّم,يَحْمُورٌ,بروتين دم يتكون من الغلوبين والهيم الذي يعطي خلايا الدم الحمراء لونها المميز، ويحتوي على ذرات الحديد,بروتين يحتوى على عنصر الحديد موجود فى دم الحيوانات وظيفته نقل الأكسجين من الرئتين إلى الخلايا وغاز ث
تقبل,awn3-02747421-v,47574,أَخَذَ|قَبِلَ|تَقَبَّلَ,قَنِعَ|قَنِعَ ب|سَلَّمَ|سَلَّمَ ب|سَلَّمَ على,,رضي رضاً داخليا بشيء ما
معسكر,awn3-02948281-n,52558,مُعَسْكَر,ثُكْنَةٌ,أماكن إقامة مؤقتة تم بناؤها خصيصاً من قبل الجيش للجنود,منزل الجنود يقيم فيه لمدة من الزمن
سمعي,awn3-02879986-a,50096,سَمْعِيّ,صَوْتِيٌّ,متعلق بعملية السمع,صفة للأداة المصدرة لذبذبات والموجات يتم إدراكها عن طريق الأذن
